OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value,Binar_OP130_Resultat_Global_v
152.2,160.36,148.2,115.66,12.08,12.18,,11.97,6.62,23.35,15.6,105.76,6.61,1
124.2,157.61,182.0,113.45,11.83,12.29,0.34,11.97,6.6,24.62,14.3,104.46,6.61,1
163.7,155.39,160.3,117.51,12.05,12.31,0.41,11.97,6.41,21.79,9.0,105.06,6.41,1
150.2,149.45,149.5,114.67,12.12,12.15,0.4,11.97,6.41,17.86,37.4,86.02,6.41,1
156.1,173.26,159.1,115.1,12.07,12.2,,11.98,6.61,22.79,16.6,107.33,6.62,1
174.5,147.31,197.7,114.29,11.85,12.18,,11.97,6.62,23.89,19.9,103.77,6.24,1
137.4,181.22,173.4,116.45,12.05,12.29,,11.97,6.62,25.92,12.0,110.81,6.63,1
158.9,137.99,175.8,115.25,11.88,12.3,0.39,11.97,6.61,22.97,9.1,92.83,6.6,1
139.9,155.2,132.4,112.97,11.83,12.15,0.38,11.98,6.61,25.6,19.4,97.69,6.6,1
147.9,144.37,130.2,111.38,12.05,12.24,0.41,11.97,6.42,23.1,32.5,100.44,6.44,2
172.8,152.49,159.8,115.98,11.89,12.26,,11.97,6.6,23.05,15.4,90.14,6.62,1
158.0,158.28,151.3,109.83,11.9,12.26,,11.98,6.61,26.94,12.1,96.06,6.6,1
150.1,181.04,146.5,114.06,12.05,12.18,,11.97,6.6,24.8,24.0,102.47,6.6,2
139.8,147.79,140.9,111.72,12.04,12.18,0.41,11.97,6.41,23.83,15.9,101.4,6.41,1
155.4,165.79,154.5,109.94,11.89,12.3,,11.98,6.62,22.66,14.1,91.39,6.61,1
181.8,177.21,161.0,114.42,12.07,12.13,,11.97,6.61,25.41,21.1,102.24,6.61,1
167.1,168.64,159.8,114.55,11.92,12.23,,11.97,6.62,25.38,27.6,97.75,6.61,1
146.2,152.72,147.6,107.14,11.91,12.22,,11.97,6.61,23.48,17.1,92.16,6.61,1
143.4,159.8,171.2,110.51,11.83,12.29,0.36,11.97,6.61,24.49,15.6,98.22,6.6,1
166.3,142.56,148.5,112.34,12.11,12.27,0.41,11.97,6.43,21.7,15.4,92.21,6.41,1
155.1,155.11,142.0,113.64,12.08,12.19,,11.97,6.62,21.22,12.4,98.97,6.61,1
133.8,149.36,176.8,115.01,12.04,12.17,0.41,11.97,6.4,23.97,20.8,100.22,6.4,1
167.3,142.4,170.7,108.25,12.05,12.29,0.41,11.97,6.4,21.15,14.7,99.05,6.41,1
142.0,156.79,161.1,110.9,11.89,12.14,,11.97,6.6,27.88,20.2,107.57,6.61,1
146.1,150.47,156.7,111.87,12.05,12.25,0.41,11.97,6.4,22.68,14.6,102.01,6.41,1
139.8,178.92,141.2,115.04,11.9,12.33,,11.97,6.62,26.07,14.2,100.11,6.61,1
157.9,152.27,166.1,113.58,12.06,12.19,0.41,11.97,6.41,22.43,22.4,96.93,6.41,1
162.6,163.23,150.6,115.89,11.82,12.41,0.38,11.97,6.61,23.6,9.2,96.58,6.61,1
162.5,150.76,168.7,111.33,12.05,12.24,0.41,11.97,6.41,20.7,22.9,100.4,6.41,1
191.9,144.53,155.5,113.87,12.14,12.36,0.37,11.97,6.41,18.65,12.0,82.36,6.41,1
164.4,153.66,143.3,111.41,11.83,12.21,0.36,11.97,6.6,25.43,16.4,108.9,6.61,1
154.5,160.72,150.8,114.23,12.06,12.19,,11.98,6.62,21.4,19.6,96.98,6.61,1
150.1,170.05,168.4,110.99,11.88,12.2,,11.98,6.62,24.32,15.3,95.43,6.63,1
151.1,168.35,146.2,115.81,12.07,12.18,,11.97,6.62,22.51,9.7,99.96,6.63,1
148.3,170.98,149.7,109.5,12.06,12.18,,11.98,6.62,22.64,16.9,96.64,6.61,1
163.1,148.47,140.5,108.89,11.91,12.21,,11.98,6.62,23.84,19.2,93.2,6.6,1
130.4,163.67,143.1,112.66,12.08,12.16,,11.97,6.63,24.84,24.7,100.04,6.62,1
155.6,161.01,173.5,113.54,11.9,12.29,,11.97,6.6,24.25,18.6,88.8,6.61,1
149.5,157.44,133.6,111.85,11.81,12.21,0.36,11.97,6.61,24.89,16.5,101.17,6.61,1
165.5,140.09,146.9,120.61,12.04,12.28,0.41,11.97,6.41,21.82,13.1,89.14,6.4,1
164.5,163.05,161.3,109.94,12.09,12.35,,11.97,6.61,17.79,13.3,100.52,6.61,1
150.8,147.68,159.7,114.03,11.85,12.24,0.38,11.97,6.61,24.24,12.2,95.83,6.61,1
156.7,156.23,159.5,111.22,11.9,12.25,,11.97,6.62,23.35,13.9,92.04,6.61,1
130.4,169.6,150.2,112.98,12.07,12.23,,11.98,6.62,23.99,16.8,98.36,6.61,1
157.4,149.0,142.4,109.45,12.05,12.25,0.41,11.97,6.41,25.05,35.6,93.12,6.41,1
165.2,150.32,156.4,109.48,11.87,12.39,,11.97,6.61,25.38,29.3,97.26,6.61,1
157.2,149.61,157.5,112.94,11.83,12.3,0.37,11.97,6.61,26.05,23.9,110.01,6.64,1
144.4,153.77,130.4,115.31,11.83,12.22,0.39,11.97,6.6,25.16,17.3,98.77,6.6,1
135.4,154.02,177.6,109.75,12.12,12.25,0.38,11.97,6.42,18.47,19.0,78.08,6.41,1
197.9,160.08,167.7,119.53,11.84,12.17,,11.97,6.56,32.11,19.3,103.95,6.65,1
163.9,143.71,189.6,117.64,11.8,12.28,,11.97,6.62,24.12,23.4,95.14,6.61,1
191.1,162.54,164.3,110.97,12.07,12.17,,11.98,6.62,20.99,19.1,104.71,6.6,1
161.1,151.55,160.1,111.49,12.12,12.26,0.39,11.97,6.41,17.79,16.4,80.65,6.43,1
145.3,165.35,166.7,109.35,11.91,12.25,,11.97,6.62,27.68,15.4,103.72,6.6,1
154.7,171.07,153.6,117.43,12.08,12.3,,11.97,6.62,20.35,35.0,97.5,6.61,1
155.8,174.99,142.9,111.68,12.07,12.23,,11.97,6.62,24.07,13.9,106.21,6.6,1
157.8,157.52,178.9,114.37,11.75,12.25,,11.97,6.62,26.35,13.0,99.78,6.63,1
174.1,135.1,170.4,109.47,12.06,12.16,0.41,11.97,6.41,20.85,17.2,93.32,6.41,1
173.4,162.56,174.1,110.01,12.08,12.21,,11.97,6.61,24.04,11.1,107.26,6.61,1
149.5,175.77,164.8,113.52,12.06,12.26,,11.97,6.62,23.94,12.2,99.75,6.61,1
179.9,183.58,175.1,112.71,12.06,12.29,,11.97,6.63,23.63,9.3,103.74,6.61,1
166.6,156.84,169.3,117.68,12.09,12.26,,11.97,6.62,22.77,24.2,101.59,6.61,1
164.5,153.1,197.4,113.1,12.09,12.13,,11.98,6.61,24.89,24.1,97.41,6.54,1
143.1,155.16,175.7,116.73,11.91,12.17,,11.97,6.6,24.52,19.9,97.67,6.61,1
143.7,159.2,177.0,114.28,12.12,12.28,0.4,11.97,6.4,21.69,13.9,100.4,6.41,1
153.0,152.24,140.4,114.85,12.04,12.21,0.41,11.97,6.4,23.04,12.3,98.45,6.41,1
171.8,141.68,163.1,114.07,11.84,12.35,0.41,11.97,6.6,22.32,10.2,90.46,6.61,1
141.5,146.06,156.0,113.83,11.86,12.19,,11.97,6.63,27.12,17.7,99.51,6.64,1
174.4,141.37,149.5,115.03,11.85,12.21,0.41,11.97,6.6,24.25,18.8,102.87,6.61,1
169.2,163.07,180.2,107.58,11.89,12.34,,11.97,6.62,24.77,12.0,89.91,6.61,1
150.4,143.39,176.6,119.1,12.04,12.39,0.41,11.97,6.41,20.9,11.7,104.56,6.4,1
155.4,145.83,133.0,117.66,12.09,12.33,0.42,11.97,6.4,22.86,10.2,93.41,6.41,1
166.3,154.27,150.8,112.66,12.05,12.19,0.39,11.97,6.41,22.69,12.4,96.86,6.41,1
147.3,167.19,151.5,121.93,12.06,12.26,,11.97,6.62,23.45,21.7,95.68,6.6,1
156.9,139.55,144.4,110.19,11.87,12.22,0.28,11.97,6.61,23.85,13.8,95.46,6.6,1
158.0,161.2,194.4,111.18,11.8,12.27,0.34,11.97,6.61,30.03,12.3,106.87,6.61,1
140.3,169.63,151.0,113.24,11.88,12.36,,11.97,6.62,24.08,9.8,96.28,6.61,1
175.9,142.17,185.7,107.8,12.06,12.2,0.41,11.97,6.41,20.74,16.6,91.93,6.41,1
147.5,150.21,163.3,108.46,12.1,12.27,0.39,11.97,6.41,18.51,18.3,80.04,6.41,1
174.0,148.73,159.3,113.72,11.85,12.29,,11.97,6.62,27.99,47.0,100.47,6.61,1
147.4,160.58,146.8,113.12,11.76,12.3,,11.97,6.61,25.73,14.0,98.48,6.61,1
183.3,167.24,163.5,114.42,12.07,12.33,,11.97,6.62,23.3,16.2,101.61,6.61,1
168.4,138.28,179.1,112.3,12.06,12.29,0.41,11.97,6.4,23.38,19.6,93.29,6.41,1
148.9,148.8,157.5,110.98,12.03,12.15,0.41,11.97,6.42,26.3,23.7,104.79,6.44,1
179.9,136.0,155.7,120.12,12.06,12.14,0.41,11.97,6.41,19.33,22.1,105.92,6.41,1
155.5,143.53,164.8,113.11,11.83,12.41,0.35,11.97,6.61,25.5,19.1,102.37,6.62,1
141.8,151.98,150.5,113.18,12.12,12.27,0.4,11.98,6.41,16.97,25.3,77.22,6.41,1
182.4,153.4,144.4,113.05,11.8,12.21,0.39,11.97,6.62,24.71,19.0,102.5,6.63,1
163.0,172.59,174.2,112.96,12.07,12.26,,11.98,6.62,24.45,16.2,98.7,6.61,1
180.2,154.4,185.4,109.44,11.84,12.22,0.38,11.97,6.61,24.35,22.2,96.8,6.63,1
158.2,169.14,156.3,119.53,12.06,12.27,,11.97,6.61,24.21,14.8,95.95,6.6,1
173.0,167.26,171.4,110.45,11.83,12.22,,11.97,6.6,26.93,22.8,101.93,6.63,1
159.9,158.25,147.3,110.57,11.82,12.31,0.37,11.97,6.61,24.93,10.8,109.43,6.61,1
142.5,146.0,148.3,113.75,11.86,12.28,0.33,11.97,6.61,22.64,12.7,97.83,6.63,1
151.7,166.46,150.5,111.44,11.71,12.33,,11.97,6.61,26.45,13.0,104.48,6.62,1
171.2,153.45,142.0,118.4,11.84,12.16,0.39,11.97,6.6,23.38,18.9,97.58,6.6,1
164.4,166.84,150.9,122.72,12.07,12.2,,11.97,6.62,24.01,20.3,90.54,6.64,1
160.9,162.01,159.7,112.21,11.9,12.23,,11.97,6.62,24.68,19.3,104.18,6.61,1
138.8,149.88,143.0,108.66,12.12,12.23,0.39,11.97,6.4,26.68,44.1,97.85,6.41,1
154.5,157.45,155.0,115.04,11.91,12.29,,11.98,6.62,27.25,10.4,93.88,6.61,1
148.0,171.85,159.2,113.75,12.07,12.28,,11.97,6.62,22.42,9.6,103.16,6.63,1
152.9,161.1,165.0,113.18,12.13,12.28,0.4,11.97,6.41,19.88,14.7,91.5,6.41,1
175.1,144.99,154.2,112.31,11.82,12.17,0.35,11.98,6.61,22.27,32.5,96.04,6.61,1
141.2,146.05,178.8,110.4,12.06,12.27,0.41,11.97,6.41,21.99,17.1,99.75,6.42,1
139.8,154.74,141.8,117.21,11.88,12.23,,11.97,6.61,24.24,18.6,97.33,6.62,1
173.8,150.36,144.5,113.81,12.05,12.35,0.41,11.97,6.42,20.9,9.6,93.08,6.41,1
148.7,164.95,162.2,116.61,11.89,12.24,,11.97,6.62,24.43,23.1,99.24,6.61,1
155.8,171.34,142.7,113.7,11.93,12.22,,11.97,6.62,26.69,14.4,98.15,6.61,1
190.5,153.69,155.3,112.48,12.07,12.17,,11.97,6.61,21.81,16.8,94.55,6.6,1
179.1,142.43,166.6,112.69,11.85,12.33,0.38,11.97,6.61,23.95,15.6,93.23,6.63,1
189.7,171.73,169.4,107.18,12.08,12.19,,11.97,6.62,26.7,16.9,104.36,6.6,1
164.0,156.02,160.9,112.88,12.03,12.26,0.41,11.97,6.41,26.2,24.2,106.31,6.44,2
149.7,137.74,162.5,108.97,12.13,12.28,0.4,11.97,6.41,18.29,21.7,78.97,6.42,1
157.1,161.5,148.5,111.71,11.81,12.27,0.37,11.98,6.61,26.27,48.6,99.83,6.62,1
147.8,141.7,140.5,111.93,11.88,12.24,0.39,11.97,6.61,24.11,29.1,95.79,6.6,1
169.7,148.93,174.2,109.54,12.05,12.27,0.39,11.97,6.43,22.69,19.6,106.31,6.44,1
156.3,169.18,158.8,111.61,12.05,12.35,,11.98,6.62,22.05,10.3,98.79,6.61,1
182.5,158.95,173.5,110.92,12.11,12.3,0.37,11.97,6.41,19.5,12.9,102.42,6.41,1
149.8,134.57,174.0,112.13,12.05,12.29,0.41,11.97,6.41,23.28,8.4,97.17,6.42,1
169.9,165.35,163.0,104.41,12.08,12.31,,11.97,6.62,21.72,12.9,97.6,6.61,1
198.0,138.36,147.1,113.61,11.71,12.28,,11.97,6.41,24.56,21.4,98.3,6.61,1
156.7,152.72,161.6,109.66,12.04,12.22,0.41,11.97,6.41,23.42,15.4,93.68,6.44,1
131.9,154.59,163.6,115.69,11.9,12.34,,11.98,6.61,33.59,12.1,97.05,6.61,1
158.8,149.15,168.5,111.94,11.76,12.24,,11.97,6.6,26.28,15.5,103.39,6.61,1
130.3,162.87,188.1,115.21,11.77,12.17,,11.97,6.6,24.64,31.2,95.54,6.6,1
160.1,144.83,187.7,113.6,11.84,12.22,0.39,11.97,6.6,25.45,14.1,97.0,6.63,1
173.1,154.23,178.3,109.8,11.82,12.29,0.36,11.97,6.61,24.77,16.1,101.53,6.61,1
187.3,162.59,161.7,123.26,11.84,12.17,,11.97,6.61,23.92,20.9,101.16,6.61,1
158.1,174.8,155.5,112.32,11.9,12.26,,11.98,6.62,26.02,31.0,95.13,6.65,1
171.2,162.99,157.3,112.3,12.09,12.28,,11.97,6.62,23.22,13.1,101.65,6.6,1
166.6,158.46,178.7,111.95,11.82,12.27,,11.97,6.61,25.5,19.3,104.37,6.63,1
155.2,164.45,162.9,123.88,12.06,12.2,,11.97,6.6,23.33,16.1,100.85,6.62,1
165.8,172.48,178.5,109.73,11.89,12.24,,11.98,6.62,24.84,15.0,99.88,6.6,1
159.3,163.46,166.4,110.63,11.81,12.28,0.35,11.97,6.61,26.0,11.6,101.44,6.6,1
167.7,139.72,152.0,114.13,12.06,12.29,0.41,11.97,6.4,20.63,12.6,95.13,6.4,1
156.0,171.46,164.0,109.4,12.07,12.22,,11.97,6.62,24.17,14.2,98.34,6.63,1
168.2,171.58,161.9,110.86,12.06,12.2,,11.97,6.63,24.02,15.9,99.2,6.61,1
173.2,160.82,138.8,117.68,11.82,12.23,0.41,11.97,6.62,23.93,18.1,94.49,6.61,1
173.2,156.86,149.9,109.1,11.82,12.3,,11.97,6.61,25.27,14.0,108.5,6.6,1
168.3,145.36,162.7,112.32,12.12,12.22,0.39,11.97,6.4,18.93,14.1,78.35,6.41,1
167.6,159.06,166.3,110.49,11.91,12.3,,11.98,6.6,26.84,11.4,98.76,6.61,1
142.8,170.69,153.5,116.64,12.07,12.23,,11.97,6.62,24.47,19.9,103.79,6.6,1
146.6,131.11,153.8,113.35,12.04,12.27,0.41,11.97,6.41,22.18,15.2,98.93,6.41,1
181.8,176.97,134.5,112.68,12.07,12.2,,11.97,6.6,25.52,23.0,98.29,6.62,1
163.7,148.47,141.6,120.38,11.92,12.19,,11.97,6.6,23.2,16.0,98.92,6.61,1
197.8,136.09,166.4,111.02,11.83,12.18,0.36,11.97,6.49,22.93,18.9,96.25,6.64,1
158.7,137.71,124.5,111.3,11.84,12.2,0.36,11.97,6.61,21.29,13.7,88.76,6.61,1
166.7,170.49,151.7,109.66,11.88,12.2,,11.97,6.61,24.72,16.2,96.99,6.6,1
164.1,150.64,122.1,119.29,12.04,12.25,0.41,11.97,6.41,22.28,12.0,101.72,6.4,1
142.0,145.38,185.8,119.26,11.83,12.23,0.38,11.97,6.61,25.1,21.1,93.6,6.6,1
166.1,129.17,156.5,109.51,12.05,12.21,0.41,11.97,6.4,21.14,29.0,99.77,6.42,1
147.3,151.09,133.2,115.94,12.04,12.28,0.41,11.97,6.4,23.01,15.3,100.7,6.4,2
183.5,139.52,189.1,115.17,11.8,12.19,,11.97,6.6,22.65,22.2,90.91,6.62,1
170.7,160.84,158.9,117.23,11.83,12.28,,11.97,6.61,27.17,17.2,103.22,6.62,1
154.4,153.61,159.7,118.16,12.06,12.21,0.41,11.97,6.42,21.7,23.8,94.84,6.41,1
156.8,173.4,166.4,110.01,11.81,12.21,0.38,11.97,6.61,24.54,16.3,100.12,6.64,1
159.6,181.01,141.6,115.31,11.91,12.21,,11.97,6.62,27.44,40.8,99.63,6.61,1
167.3,153.98,158.5,108.79,12.09,12.22,,11.97,6.61,22.0,20.1,98.18,6.64,1
160.1,160.88,149.3,111.44,11.81,12.36,0.38,11.97,6.61,28.45,20.8,93.67,6.62,1
166.9,168.33,159.5,106.64,11.73,12.27,,11.97,6.61,27.13,13.2,98.24,6.6,1
164.4,165.75,145.2,116.62,11.79,12.29,0.38,11.97,6.61,24.2,11.5,97.94,6.6,1
133.3,167.17,149.1,111.39,11.88,12.35,,11.97,6.61,24.09,12.1,96.1,6.6,1
158.0,163.9,149.7,116.12,11.89,12.27,,11.97,6.62,23.61,13.1,90.3,6.61,1
165.3,152.81,137.4,114.92,12.13,12.21,0.4,11.97,6.4,18.29,17.0,79.66,6.41,1
168.7,138.68,167.1,116.72,12.06,12.29,0.39,11.97,6.43,26.04,20.6,93.87,6.41,1
181.7,149.54,147.6,114.21,12.09,12.24,0.34,11.97,6.42,21.62,51.4,102.73,6.4,1
174.6,154.22,152.1,114.89,12.1,12.35,0.34,11.97,6.42,21.55,14.5,90.9,6.41,1
197.5,163.25,148.4,129.55,12.06,12.19,,11.97,6.55,21.2,18.4,102.07,6.62,1
149.6,151.21,167.2,113.42,12.04,12.21,0.41,11.97,6.41,24.61,17.2,102.42,6.4,2
153.3,152.11,153.6,117.67,12.09,12.27,0.39,11.97,6.42,18.06,14.6,84.95,6.4,1
141.5,167.38,141.8,111.8,11.88,12.26,,11.97,6.6,25.39,12.6,96.13,6.6,1
145.3,158.84,149.5,106.92,11.9,12.29,,11.97,6.6,25.81,16.5,110.74,6.61,1
160.7,145.23,168.8,112.87,12.09,12.28,0.41,11.97,6.44,21.36,12.0,96.31,6.44,1
173.0,140.52,197.5,111.32,11.86,12.17,,11.97,6.6,25.72,21.7,101.68,6.59,1
154.9,161.45,151.1,115.04,11.89,12.27,,11.97,6.62,24.09,14.6,97.2,6.61,1
158.6,151.96,174.1,112.23,11.9,12.14,,11.97,6.62,24.73,17.1,106.69,6.6,1
138.5,171.81,149.6,113.87,11.88,12.29,,11.97,6.62,24.49,13.3,94.03,6.61,1
156.4,147.13,153.1,111.09,11.85,12.35,,11.97,6.63,24.15,13.8,105.36,6.6,1
149.0,162.65,147.2,112.59,11.84,12.26,,11.97,6.6,26.78,17.6,102.79,6.62,1
149.6,162.7,153.9,106.83,11.88,12.2,,11.98,6.62,22.98,16.8,88.91,6.61,1
165.3,147.32,151.2,112.7,11.76,12.2,,11.97,6.61,26.12,18.6,97.49,6.61,1
149.6,157.36,143.3,110.67,12.12,12.15,0.37,11.97,6.4,26.16,18.8,99.3,6.4,1
138.5,159.53,138.5,113.44,11.84,12.31,0.4,11.97,6.61,24.66,20.1,93.78,6.6,1
148.8,143.12,154.7,109.75,12.12,12.19,0.39,11.97,6.41,17.68,29.0,82.09,6.41,1
157.7,162.99,154.0,113.75,12.09,12.19,,11.97,6.61,23.99,21.8,100.58,6.61,1
149.0,148.48,153.3,113.04,12.11,12.23,0.41,11.97,6.42,22.19,16.9,93.06,6.41,1
141.0,160.96,140.1,110.52,11.82,12.36,0.38,11.97,6.61,26.31,14.3,104.43,6.61,1
165.3,145.6,178.2,107.69,11.76,12.27,,11.97,6.61,24.28,14.6,102.03,6.61,1
142.8,146.24,148.0,111.07,12.14,12.25,0.39,11.97,6.41,17.88,14.9,78.71,6.41,1
137.0,159.1,133.0,114.07,12.12,12.31,0.39,11.97,6.41,21.59,17.6,97.19,6.41,1
133.3,158.56,187.5,113.25,11.82,12.24,,11.97,6.61,26.87,10.0,98.29,6.6,1
155.8,154.53,165.1,110.62,12.08,12.15,,11.97,6.62,23.82,18.6,101.14,6.61,1
160.5,158.0,150.3,117.78,11.82,12.29,,11.97,6.6,27.82,12.9,102.43,6.6,1
149.3,155.09,161.5,114.68,11.9,12.24,,11.97,6.62,22.28,26.9,89.88,6.61,1
148.1,175.9,197.5,114.3,12.08,12.12,,11.97,6.61,25.0,26.5,99.2,6.5,1
176.2,154.11,158.7,119.82,11.81,12.33,0.41,11.97,6.63,24.3,15.8,96.17,6.61,1
185.6,148.33,159.4,112.49,12.06,12.31,0.39,11.97,6.41,20.02,10.3,97.95,6.41,1
171.8,164.31,163.9,113.17,12.11,12.24,0.37,11.97,6.43,22.84,13.4,102.7,6.41,1
136.2,153.8,157.5,110.7,12.12,12.3,0.4,11.97,6.42,18.72,21.1,82.86,6.42,1
147.1,151.54,163.9,112.8,12.05,12.18,0.41,11.97,6.4,19.15,22.6,97.35,6.41,1
182.6,141.33,180.5,113.56,11.84,12.33,,11.98,6.61,25.63,17.1,100.55,6.6,1
140.3,155.28,134.5,111.97,11.82,12.21,0.39,11.97,6.6,23.89,17.7,111.61,6.62,1
173.3,154.84,163.3,107.56,11.81,12.35,0.38,11.98,6.61,25.73,22.0,100.02,6.6,1
139.1,161.39,140.9,112.21,11.94,12.24,,11.98,6.62,27.08,14.3,96.32,6.61,2
159.4,169.58,164.3,116.14,12.06,12.4,,11.97,6.62,22.76,10.0,100.28,6.61,1
138.8,170.9,197.4,118.02,12.07,12.18,,11.97,6.62,25.25,27.3,101.43,6.58,1
153.9,146.49,182.6,121.18,12.13,12.25,0.4,11.97,6.43,19.71,12.1,97.85,6.41,1
164.7,151.7,147.9,110.89,11.84,12.24,0.38,11.97,6.61,26.16,26.9,93.94,6.61,1
164.3,143.51,167.2,109.94,12.06,12.21,0.41,11.97,6.41,20.74,18.9,94.04,6.41,1
147.9,160.02,175.5,112.0,11.9,12.21,,11.97,6.63,24.38,15.3,95.16,6.6,1
129.7,168.77,165.3,106.8,11.89,12.28,,11.97,6.62,22.63,12.9,88.24,6.6,1
166.0,162.71,168.0,108.17,11.73,12.27,,11.97,6.61,25.74,15.2,105.9,6.63,1
171.6,155.18,167.2,111.47,11.82,12.28,0.41,11.97,6.6,25.46,24.3,100.71,6.6,1
183.7,177.47,163.4,119.66,12.06,12.29,,11.97,6.63,23.62,21.4,102.63,6.61,1
147.0,171.73,131.0,113.98,12.06,12.37,,11.97,6.61,22.81,13.6,108.62,6.6,1
149.3,155.82,161.2,110.7,12.09,12.31,0.41,11.97,6.43,23.24,14.0,98.69,6.41,1
175.0,160.64,149.6,115.97,12.09,12.33,,11.98,6.61,21.57,11.7,96.59,6.6,1
180.4,160.38,161.6,110.79,12.06,12.33,,11.97,6.62,22.71,26.5,100.79,6.62,1
154.0,164.57,173.6,117.31,12.08,12.15,,11.97,6.62,25.5,21.3,101.12,6.61,1
163.9,156.27,163.0,116.22,12.09,12.21,,11.97,6.62,22.06,15.1,96.76,6.64,1
146.6,156.29,150.4,116.23,12.04,12.31,0.41,11.97,6.4,25.84,13.5,101.84,6.41,1
197.6,166.01,136.6,118.2,11.82,12.33,,11.97,6.59,28.11,15.3,105.6,6.62,1
174.9,152.94,170.0,110.01,11.83,12.25,0.41,11.97,6.6,23.8,21.0,97.63,6.63,1
173.1,155.95,149.1,108.81,11.81,12.33,0.37,11.97,6.6,25.91,18.0,104.29,6.63,1
166.9,157.29,178.6,114.29,11.75,12.37,,11.97,6.6,22.08,11.2,98.84,6.6,1
152.5,174.07,142.7,112.51,11.89,12.17,,11.97,6.62,23.79,19.9,99.42,6.63,1
160.2,149.65,164.1,112.74,11.9,12.28,,11.97,6.6,24.01,24.5,99.2,6.61,1
166.7,163.97,167.9,110.46,11.83,12.25,0.39,11.97,6.61,26.43,13.9,103.53,6.63,1
163.1,154.26,142.7,110.18,12.12,12.24,0.38,11.97,6.44,18.14,17.3,81.45,6.4,1
174.6,141.19,167.7,111.06,12.06,12.22,0.41,11.97,6.41,22.05,15.5,96.25,6.43,1
147.3,159.94,127.7,114.16,12.08,12.16,,11.97,6.62,21.54,24.7,104.82,6.61,1
167.3,141.41,145.5,109.66,11.83,12.14,0.38,11.98,6.61,23.32,37.9,98.34,6.61,1
156.7,156.45,130.5,107.43,11.9,12.29,,11.97,6.62,21.26,26.1,95.03,6.63,1
156.2,159.18,176.1,114.38,12.09,12.29,,11.97,6.62,19.56,12.1,99.52,6.61,1
182.1,154.11,170.0,115.97,11.91,12.19,,11.97,6.62,22.12,14.5,93.23,6.62,1
170.9,151.7,159.7,117.29,12.08,12.37,,11.97,6.62,20.58,18.4,96.95,6.61,1
138.1,145.84,172.6,112.68,11.86,12.29,,11.98,6.61,23.89,11.8,97.89,6.61,1
154.7,154.77,197.5,117.33,12.09,12.3,,11.98,6.62,23.04,18.0,99.1,6.48,1
161.5,152.82,188.8,117.22,12.09,12.3,,11.97,6.62,22.4,10.5,90.2,6.6,1
157.4,165.92,177.5,112.99,11.81,12.18,0.36,11.97,6.6,26.74,18.1,107.32,6.61,1
154.3,144.4,140.5,113.91,11.87,12.19,0.37,11.97,6.61,23.61,60.3,97.43,6.62,1
149.5,168.08,176.7,112.84,11.88,12.38,,11.97,6.62,22.85,16.0,90.14,6.61,1
161.0,154.01,167.3,111.94,12.05,12.19,0.41,11.97,6.4,22.23,16.8,95.82,6.41,1
159.5,162.91,167.6,115.76,11.81,12.19,0.39,11.97,6.61,25.13,20.7,106.79,6.62,1
151.8,146.51,167.6,114.89,12.14,12.25,0.38,11.97,6.4,20.27,12.9,83.9,6.41,1
167.4,135.45,140.3,112.01,12.1,12.31,0.41,11.97,6.4,21.63,16.4,98.37,6.41,1
157.6,170.32,153.8,111.92,12.07,12.19,,11.98,6.61,21.78,11.8,99.55,6.62,1
139.2,159.28,138.2,111.37,11.93,12.25,,11.97,6.62,28.43,14.8,111.44,6.61,2
169.8,156.35,135.8,134.9,11.82,12.25,0.36,11.97,6.61,25.81,15.3,95.94,6.61,1
168.9,147.83,142.5,109.04,12.03,12.18,0.41,11.97,6.41,22.53,21.1,103.62,6.41,1
166.3,173.15,142.1,111.26,12.06,12.23,,11.97,6.6,23.73,19.2,103.1,6.6,1
146.5,151.49,129.4,111.14,12.09,12.2,,11.97,6.61,21.2,18.7,88.99,6.61,1
166.2,169.44,157.9,115.32,12.06,12.08,,11.97,6.62,22.68,31.6,101.76,6.61,1
139.1,159.96,186.7,111.94,11.82,12.3,0.35,11.97,6.61,26.79,10.5,93.08,6.62,1
169.9,173.01,166.7,113.14,12.07,12.16,,11.97,6.6,21.54,31.9,103.0,6.61,1
138.3,147.03,160.8,116.32,12.1,12.28,0.39,11.97,6.41,20.89,13.3,95.6,6.41,1
147.0,144.77,157.6,112.98,12.13,12.29,0.4,11.97,6.41,17.23,13.3,81.45,6.4,1
192.0,142.7,151.3,114.8,11.84,12.19,0.4,11.97,6.61,24.31,30.0,93.73,6.63,1
151.6,168.96,165.6,110.2,11.81,12.18,0.34,11.97,6.6,25.27,17.9,104.59,6.61,1
170.4,139.08,164.7,120.19,11.72,12.34,,11.97,6.62,23.24,13.6,100.66,6.61,1
145.2,170.4,174.4,110.44,11.89,12.27,,11.97,6.62,25.18,11.7,96.03,6.6,1
157.2,152.74,163.7,115.21,12.12,12.23,0.4,11.97,6.41,20.07,27.3,97.6,6.41,1
